flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:55:00+00:00,Will Rogers World Airport,KOKC,OKC,American Airlines,AAL,768,AA768,AAL768,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:40:00+00:00,Luis Munoz Marin International,TJSJ,SJU,American Airlines,AAL,1671,AA1671,AAL1671,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:52:00+00:00,Joe Foss Field Airport,KFSD,FSD,American Airlines,AAL,5252,AA5252,AAL5252,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:48:00+00:00,San Antonio International,KSAT,SAT,American Airlines,AAL,2441,AA2441,AAL2441,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T20:51:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,American Airlines,AAL,763,AA763,AAL763,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:49:00+00:00,Eppley Airfield,KOMA,OMA,American Airlines,AAL,5708,AA5708,AAL5708,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:03:00+00:00,Salt Lake City International,KSLC,SLC,American Airlines,AAL,508,AA508,AAL508,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:09:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,American Airlines,AAL,2041,AA2041,AAL2041,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:12:00+00:00,Outagamie County,KATW,ATW,American Airlines,AAL,4709,AA4709,AAL4709,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:20:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,670,AA670,AAL670,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:22:00+00:00,Bangor International Airport,KBGR,BGR,American Airlines,AAL,5508,AA5508,AAL5508,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:35:00+00:00,Gerald R. Ford International,KGRR,GRR,American Airlines,AAL,676,AA676,AAL676,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T21:36:00+00:00,Denver International,KDEN,DEN,American Airlines,AAL,1573,AA1573,AAL1573,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:47:00+00:00,Orlando International,KMCO,MCO,Spirit Airlines,NKS,3800,NK3800,NKS3800,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:49:00+00:00,Raleigh-durham International Airport,KRDU,RDU,American Airlines,AAL,494,AA494,AAL494,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:36:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,American Airlines,AAL,709,AA709,AAL709,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:37:00+00:00,Kansas City International Airport,KMCI,MCI,American Airlines,AAL,1903,AA1903,AAL1903,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:33:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,2178,AA2178,AAL2178,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:31:00+00:00,Pittsburgh International,KPIT,PIT,American Airlines,AAL,4675,AA4675,AAL4675,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:34:00+00:00,Cincinnati/Northern Kentucky,KCVG,CVG,American Airlines,AAL,1009,AA1009,AAL1009,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:47:00+00:00,Bradley International,KBDL,BDL,American Airlines,AAL,2056,AA2056,AAL2056,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:50:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,850,AA850,AAL850,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:16:00+00:00,Lambert-St. Louis International,KSTL,STL,American Airlines,AAL,1007,AA1007,AAL1007,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:25:00+00:00,"Charleston, AFB Municipal",KCHS,CHS,American Airlines,AAL,1685,AA1685,AAL1685,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:43:00+00:00,George Bush Intercontinental,KIAH,IAH,American Airlines,AAL,1840,AA1840,AAL1840,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:45:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,American Airlines,AAL,2799,AA2799,AAL2799,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:14:00+00:00,Richmond International Airport,KRIC,RIC,American Airlines,AAL,1882,AA1882,AAL1882,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T22:42:00+00:00,Orlando International,KMCO,MCO,American Airlines,AAL,2092,AA2092,AAL2092,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:03:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,American Airlines,AAL,441,AA441,AAL441,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:54:00+00:00,Logan International,KBOS,BOS,American Airlines,AAL,1937,AA1937,AAL1937,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:38:00+00:00,Indianapolis International,KIND,IND,American Airlines,AAL,1033,AA1033,AAL1033,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:01:00+00:00,Hopkins International,KCLE,CLE,American Airlines,AAL,585,AA585,AAL585,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:09:00+00:00,Nashville International,KBNA,BNA,American Airlines,AAL,526,AA526,AAL526,,,,
01/01/2022,James Cox Dayton International,KDAY,DAY,2022-01-01T17:11:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,9956,AA9956,AAL9956,,,,
01/01/2022,Burlington International,KBTV,BTV,2022-01-01T17:42:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,5362,AA5362,AAL5362,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T17:09:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,1075,AA1075,AAL1075,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T17:55:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,2294,AA2294,AAL2294,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T19:55:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,1069,AA1069,AAL1069,,,,
01/01/2022,Denver International,KDEN,DEN,2022-01-01T19:38:00+00:00,Charlotte Douglas,KCLT,CLT,United Airlines,UAL,5781,UA5781,UAL5781,,,,
01/01/2022,Friday Harbor,KFHR,FRD,2022-01-01T14:30:00+00:00,Boeing Field/King County International Airport,KBFI,BFI,Private owner,,6341,,,,,,
01/01/2022,Piedmont Triad International,KGSO,GSO,2022-01-01T15:26:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Delta Air Lines,DAL,5371,DL5371,DAL5371,,,,
01/01/2022,Tucson International Airport,KTUS,TUS,2022-01-01T16:33:00+00:00,Boeing Field/King County International Airport,KBFI,BFI,NetJets Aviation,EJA,372,1I372,EJA372,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:02:00+00:00,Ryan,KBTR,BTR,Air France,AFR,2795,AF2795,AFR2795,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T20:04:00+00:00,Boise Air Terminal/Gowen Field,KBOI,BOI,Alaska Airlines,ASA,4488,AS4488,ASA4488,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:14:00+00:00,Dannelly Field,KMGM,MGM,Gulf Air,GFA,4279,GF4279,GFA4279,,,,
01/01/2022,La Plata,KDRO,DRO,2022-01-01T14:43:00+00:00,Corpus Christi International Airport,KCRP,CRP,empty,,,,,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T22:59:00+00:00,Tallahassee Regional Airport,KTLH,TLH,British Airways,BAW,1769,BA1769,BAW1769,,,,
01/01/2022,George Bush Intercontinental,KIAH,IAH,,Des Moines International,KDSM,DSM,Air New Zealand,ANZ,6541,NZ6541,ANZ6541,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,South Padre Is. International,KBRO,BRO,British Airways,BAW,1743,BA1743,BAW1743,,,,
01/01/2022,Greenville Spartanburg International Airport,KGSP,GSP,2022-01-01T16:50:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,United Airlines,UAL,3314,UA3314,UAL3314,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T20:06:00+00:00,Tampa International,KTPA,TPA,Global Crossing Airlines,GXA,103,G6103,GXA103,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T23:33:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,Spirit Airlines,NKS,1560,NK1560,NKS1560,,,,
01/01/2022,George Bush Intercontinental,KIAH,IAH,2022-01-01T20:36:00+00:00,Eppley Airfield,KOMA,OMA,Air New Zealand,ANZ,6822,NZ6822,ANZ6822,,,,
01/01/2022,San Diego International Airport,KSAN,SAN,,Easterwood Field,KCLL,CLL,empty,,,,,,,,
01/01/2022,Ontario International,KONT,ONT,,San Francisco International,KSFO,SFO,Air Canada,ACA,4015,AC4015,ACA4015,,,,
01/01/2022,Ontario International,KONT,ONT,2022-01-01T20:26:00+00:00,Sacramento International,KSMF,SMF,United Airlines,UAL,2929,UA2929,UAL2929,,,,
01/01/2022,Eagle County,KEGE,EGE,2022-01-01T16:29:00+00:00,Westchester County Apt,KHPN,HPN,NetJets Aviation,EJA,378,1I378,EJA378,,,,
01/01/2022,Montrose Regional Airport,KMTJ,MTJ,2022-01-01T15:55:00+00:00,Port Columbus International,KCMH,CMH,NetJets Aviation,EJA,568,1I568,EJA568,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:15:00+00:00,Port Columbus International,KCMH,CMH,Air France,AFR,2324,AF2324,AFR2324,,,,
01/01/2022,Reno-Tahoe International,KRNO,RNO,2022-01-01T22:15:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,3578,WN3578,SWA3578,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T17:13:00+00:00,Denver International,KDEN,DEN,NetJets Aviation,EJA,390,1I390,EJA390,,,,
01/01/2022,Pangborn Field,KEAT,EAT,2022-01-01T18:27:00+00:00,Redding,KRDD,RDD,Pacific Coast Jet,PXT,415,,PXT415,,,,
01/01/2022,Bismarck,KBIS,BIS,2022-01-01T14:55:00+00:00,Minot International Airport,KMOT,MOT,empty,,,,,,,,
01/01/2022,Bismarck,KBIS,BIS,,Hector Field,KFAR,FAR,Encore Air Cargo,DKT,1541,DKT1541,DKT1541,,,,
01/01/2022,Syracuse Hancock International Airport,KSYR,SYR,,Niagara Falls International Airport,KIAG,IAG,Quest Diagnostics,LBQ,968,LBQ968,LBQ968,,,,
01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T13:17:00+00:00,San Diego International Airport,KSAN,SAN,Delta Private Jets,DPJ,883,,DPJ883,,,,
01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T17:16:00+00:00,Salt Lake City International,KSLC,SLC,empty,,,,,,,,
01/01/2022,Adams Field Airport,KLIT,LIT,2022-01-01T16:44:00+00:00,Dickinson,KDIK,DIK,CommutAir,UCA,3266,C53266,UCA3266,,,,
01/01/2022,Indianapolis International,KIND,IND,,Memphis International,KMEM,MEM,Southwest Airlines,SWA,8511,WN8511,SWA8511,,,,
01/01/2022,San Francisco International,KSFO,SFO,2022-01-01T20:19:00+00:00,Palm Springs Metropolitan Area,KPSP,PSP,United Airlines,UAL,5383,UA5383,UAL5383,,,,
01/01/2022,San Francisco International,KSFO,SFO,2022-01-01T20:33:00+00:00,Spokane International,KGEG,GEG,United Airlines,UAL,5508,UA5508,UAL5508,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T19:10:00+00:00,El Paso International Airport,KELP,ELP,Southwest Airlines,SWA,2302,WN2302,SWA2302,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:28:00+00:00,El Paso International Airport,KELP,ELP,British Airways,BAW,6894,BA6894,BAW6894,,,,
01/01/2022,Bob Hope,KBUR,BUR,2022-01-01T21:06:00+00:00,Mineta San Jose International Airport,KSJC,SJC,Southwest Airlines,SWA,3562,WN3562,SWA3562,,,,
01/01/2022,Bob Hope,KBUR,BUR,,Sacramento International,KSMF,SMF,Southwest Airlines,SWA,2010,WN2010,SWA2010,,,,
01/01/2022,Bob Hope,KBUR,BUR,2022-01-01T20:00:00+00:00,Salt Lake City International,KSLC,SLC,NetJets Aviation,EJA,751,1I751,EJA751,,,,
01/01/2022,Bob Hope,KBUR,BUR,2022-01-01T23:06:00+00:00,John F Kennedy International,KJFK,JFK,Emirates,UAE,6142,EK6142,UAE6142,,,,
01/01/2022,Bob Hope,KBUR,BUR,2022-01-01T21:08:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,3624,WN3624,SWA3624,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T20:08:00+00:00,Bob Hope,KBUR,BUR,British Airways,BAW,4936,BA4936,BAW4936,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,,Southwest Florida International,KRSW,RSW,Spirit Airlines,NKS,223,NK223,NKS223,,,,
01/01/2022,Philadelphia International,KPHL,PHL,2022-01-01T21:11:00+00:00,Southwest Florida International,KRSW,RSW,British Airways,BAW,1727,BA1727,BAW1727,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:07:00+00:00,Southwest Florida International,KRSW,RSW,Alaska Airlines,ASA,6811,AS6811,ASA6811,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:30:00+00:00,Albuquerque International,KABQ,ABQ,British Airways,BAW,4839,BA4839,BAW4839,,,,
01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T18:52:00+00:00,Chicago O'hare International,KORD,ORD,Lufthansa,DLH,7587,LH7587,DLH7587,,,,
01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T19:42:00+00:00,Honolulu International,PHNL,HNL,Southwest Airlines,SWA,1362,WN1362,SWA1362,,,,
01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T19:33:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,230,AA230,AAL230,,,,
01/01/2022,Lihue,PHLI,LIH,2022-01-01T13:56:00+00:00,Kona International Airport,PHKO,KOA,Southwest Airlines,SWA,1388,WN1388,SWA1388,,,,
01/01/2022,Tampa International,KTPA,TPA,2022-01-02T00:13:00+00:00,Luis Munoz Marin International,TJSJ,SJU,Spirit Airlines,NKS,538,NK538,NKS538,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Greater Peoria,KPIA,PIA,Qatar Airways,QTR,2791,QR2791,QTR2791,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T20:00:00+00:00,San Francisco International,KSFO,SFO,Alaska Airlines,ASA,929,AS929,ASA929,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T21:15:00+00:00,George Bush Intercontinental,KIAH,IAH,American Airlines,AAL,2230,AA2230,AAL2230,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T20:38:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,1834,UA1834,UAL1834,,,,
01/01/2022,Walker Field,KGJT,GJT,2022-01-01T18:42:00+00:00,Springfield-Branson Rg,KSGF,SGF,CommutAir,UCA,3265,C53265,UCA3265,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T23:06:00+00:00,Key West International Airport,KEYW,EYW,British Airways,BAW,5119,BA5119,BAW5119,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:26:00+00:00,Fanning Field,KIDA,IDA,American Airlines,AAL,2987,AA2987,AAL2987,,,,
01/01/2022,Fresno Air Terminal Airport,KFAT,FAT,2022-01-01T20:14:00+00:00,Portland International,KPDX,PDX,Alaska Airlines,ASA,2219,AS2219,ASA2219,,,,
01/01/2022,Fresno Air Terminal Airport,KFAT,FAT,2022-01-01T20:54:00+00:00,Mc Carran International,KLAS,LAS,Allegiant Air,AAY,24,G424,AAY24,,,,
01/01/2022,Ted Stevens Anchorage International Airport,PANC,ANC,2022-01-01T19:42:00+00:00,Boundary Bay,PAJN,JNU,Alaska Airlines,ASA,70,AS70,ASA70,,,,
01/01/2022,Ted Stevens Anchorage International Airport,PANC,ANC,2022-01-01T19:52:00+00:00,Fairbanks International Airport,PAFA,FAI,Alaska Airlines,ASA,2510,AS2510,ASA2510,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T19:04:00+00:00,Fresno Air Terminal Airport,KFAT,FAT,Allegiant Air,AAY,21,G421,AAY21,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T17:04:00+00:00,Albuquerque International,KABQ,ABQ,empty,,,,,,,,
01/01/2022,El Paso International Airport,KELP,ELP,,Minneapolis - St. Paul International,KMSP,MSP,Flexjet,LXJ,440,LXJ440,LXJ440,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:13:00+00:00,Alexandria International,KAEX,AEX,American Airlines,AAL,3635,AA3635,AAL3635,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T20:22:00+00:00,Gallatin Field,KBZN,BZN,Alaska Airlines,ASA,6401,AS6401,ASA6401,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T17:56:00+00:00,Seattle-Tacoma International,KSEA,SEA,Air France,AFR,2634,AF2634,AFR2634,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T20:30:00+00:00,Mc Carran International,KLAS,LAS,Volaris,VOI,2442,Y42442,VOI2442,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T20:10:00+00:00,Mc Carran International,KLAS,LAS,Spirit Airlines,NKS,2806,NK2806,NKS2806,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T21:27:00+00:00,Denver International,KDEN,DEN,Southwest Airlines,SWA,1599,WN1599,SWA1599,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T21:11:00+00:00,Sky Harbor International,KPHX,PHX,Alaska Airlines,ASA,1174,AS1174,ASA1174,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T21:26:00+00:00,Sonoma County,KSTS,STS,Alaska Airlines,ASA,3301,AS3301,ASA3301,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T21:37:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,1553,WN1553,SWA1553,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T22:58:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,2472,WN2472,SWA2472,,,,
01/01/2022,Portland International,KPDX,PDX,2022-01-01T21:17:00+00:00,Seattle-Tacoma International,KSEA,SEA,Alaska Airlines,ASA,2365,AS2365,ASA2365,,,,
01/01/2022,Akron/canton Regional,KCAK,CAK,2022-01-01T19:46:00+00:00,Tampa International,KTPA,TPA,Spirit Airlines,NKS,8173,NK8173,NKS8173,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:52:00+00:00,Huntsville International - Carl T. Jones Field,KHSV,HSV,Air France,AFR,5692,AF5692,AFR5692,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T21:55:00+00:00,Tulsa International,KTUL,TUL,Air Canada,ACA,4016,AC4016,ACA4016,,,,
01/01/2022,Louisville International (Standiford Field),KSDF,SDF,2022-01-01T17:57:00+00:00,Gulfport-Biloxi International,KGPT,GPT,Sun Country Airlines,SCX,8147,SY8147,SCX8147,,,,
01/01/2022,Louisville International (Standiford Field),KSDF,SDF,,Love Field,KDAL,DAL,empty,,,,,,,,
01/01/2022,Louisville International (Standiford Field),KSDF,SDF,,Laughlin Bullhead International,KIFP,IFP,Swift Air,SWQ,6851,WQ6851,SWQ6851,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T18:03:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Southwest Airlines,SWA,3387,WN3387,SWA3387,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T21:38:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Qatar Airways,QTR,7872,QR7872,QTR7872,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:49:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Alaska Airlines,ASA,6562,AS6562,ASA6562,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:47:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Air France,AFR,5923,AF5923,AFR5923,,,,
01/01/2022,Seattle-Tacoma International,KSEA,SEA,2022-01-01T22:29:00+00:00,Ontario International,KONT,ONT,Alaska Airlines,ASA,924,AS924,ASA924,,,,
01/01/2022,Seattle-Tacoma International,KSEA,SEA,2022-01-01T21:48:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,3143,WN3143,SWA3143,,,,
01/01/2022,Seattle-Tacoma International,KSEA,SEA,2022-01-01T21:19:00+00:00,Portland International,KPDX,PDX,Alaska Airlines,ASA,376,AS376,ASA376,,,,
01/01/2022,Seattle-Tacoma International,KSEA,SEA,,Sacramento International,KSMF,SMF,Southwest Airlines,SWA,2625,WN2625,SWA2625,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T18:57:00+00:00,Seattle-Tacoma International,KSEA,SEA,Alaska Airlines,ASA,39,AS39,ASA39,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:23:00+00:00,Dane County Regional,KMSN,MSN,Qatar Airways,QTR,2427,QR2427,QTR2427,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T22:05:00+00:00,Texarkana Municipal,KTXK,TXK,American Airlines,AAL,3823,AA3823,AAL3823,,,,
01/01/2022,Philadelphia International,KPHL,PHL,2022-01-01T21:17:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,808,AA808,AAL808,,,,
01/01/2022,Philadelphia International,KPHL,PHL,2022-01-01T21:28:00+00:00,Luis Munoz Marin International,TJSJ,SJU,Spirit Airlines,NKS,626,NK626,NKS626,,,,
01/01/2022,Buffalo Niagara International,KBUF,BUF,2022-01-01T20:40:00+00:00,Washington Dulles International,KIAD,IAD,Swift Air,SWQ,9134,WQ9134,SWQ9134,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Municipal,KMLU,MLU,American Airlines,AAL,3795,AA3795,AAL3795,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T21:50:00+00:00,Barkley Regional,KPAH,PAH,United Airlines,UAL,5017,UA5017,UAL5017,,,,
01/01/2022,Orlando International,KMCO,MCO,2022-01-01T20:55:00+00:00,Richmond International Airport,KRIC,RIC,Spirit Airlines,NKS,8130,NK8130,NKS8130,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:33:00+00:00,Richmond International Airport,KRIC,RIC,Southwest Airlines,SWA,3390,WN3390,SWA3390,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T20:28:00+00:00,Richmond International Airport,KRIC,RIC,Alaska Airlines,ASA,6276,AS6276,ASA6276,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T21:26:00+00:00,Richmond International Airport,KRIC,RIC,Qatar Airways,QTR,7868,QR7868,QTR7868,,,,
01/01/2022,Tampa International,KTPA,TPA,2022-01-01T22:36:00+00:00,Harrisburg International,KMDT,MDT,Global Crossing Airlines,GXA,606,G6606,GXA606,,,,
01/01/2022,Midway,KMDW,MDW,,Gerald R. Ford International,KGRR,GRR,Southwest Airlines,SWA,3235,WN3235,SWA3235,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Central Illinois Regional Airport at Bloomington-Normal,KBMI,BMI,Qatar Airways,QTR,7746,QR7746,QTR7746,,,,
01/01/2022,Yampa Valley,KHDN,HDN,,Sweetwater County,KRKS,RKS,Flexjet,LXJ,371,LXJ371,LXJ371,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:40:00+00:00,Mc Allen Miller International,KMFE,MFE,British Airways,BAW,6625,BA6625,BAW6625,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:12:00+00:00,Nashville International,KBNA,BNA,American Airlines,AAL,1500,AA1500,AAL1500,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T23:19:00+00:00,Nashville International,KBNA,BNA,Delta Air Lines,DAL,1739,DL1739,DAL1739,,,,
01/01/2022,Love Field,KDAL,DAL,2022-01-01T16:18:00+00:00,Sky Harbor International,KPHX,PHX,Executive Flight Services,XSR,301,,XSR301,,,,
01/01/2022,Albuquerque International,KABQ,ABQ,2022-01-01T16:03:00+00:00,Love Field,KDAL,DAL,Gama Aviation,GAJ,892,,GAJ892,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T20:31:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,3450,WN3450,SWA3450,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T21:07:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,3349,WN3349,SWA3349,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T21:54:00+00:00,Love Field,KDAL,DAL,Air France,AFR,2183,AF2183,AFR2183,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:09:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,2653,WN2653,SWA2653,,,,
01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T17:33:00+00:00,Miami International Airport,KMIA,MIA,Kalitta Charters,KFS,198,K9198,KFS198,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:44:00+00:00,Gulfport-Biloxi International,KGPT,GPT,British Airways,BAW,5781,BA5781,BAW5781,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:35:00+00:00,James Cox Dayton International,KDAY,DAY,Alaska Airlines,ASA,6513,AS6513,ASA6513,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T21:59:00+00:00,Grand Island,KGRI,GRI,Qatar Airways,QTR,2714,QR2714,QTR2714,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Gerald R. Ford International,KGRR,GRR,Qatar Airways,QTR,9474,QR9474,QTR9474,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T22:26:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Delta Air Lines,DAL,537,DL537,DAL537,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,3069,WN3069,SWA3069,,,,
