flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T14:39:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,1934,UA1934,UAL1934,,,,
01/01/2022,Canyonlands Field,KCNY,CNY,2022-01-01T16:02:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,5155,UA5155,UAL5155,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T16:03:00+00:00,Denver International,KDEN,DEN,American Airlines,AAL,2363,AA2363,AAL2363,,,,
01/01/2022,Sioux Gateway,KSUX,SUX,,Riverton Regional,KRIW,RIW,empty,,,,,,,,
01/01/2022,Bradley International,KBDL,BDL,2022-01-01T18:34:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,2568,WN2568,SWA2568,,,,
01/01/2022,Bradley International,KBDL,BDL,,Fort Lauderdale–Hollywood International,KFLL,FLL,JetBlue Airways,JBU,1459,B61459,JBU1459,,,,
01/01/2022,Bradley International,KBDL,BDL,,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,5096,AA5096,AAL5096,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T18:11:00+00:00,Bradley International,KBDL,BDL,American Airlines,AAL,2228,AA2228,AAL2228,,,,
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,2022-01-01T18:59:00+00:00,Seattle-Tacoma International,KSEA,SEA,American Airlines,AAL,7599,AA7599,AAL7599,,,,
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,2022-01-01T20:57:00+00:00,Dallas/Fort Worth International,KDFW,DFW,United Airlines,UAL,3235,UA3235,UAL3235,,,,
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,,Dallas/Fort Worth International,KDFW,DFW,Alaska Airlines,ASA,4706,AS4706,ASA4706,,,,
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,2022-01-01T19:56:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,2345,AA2345,AAL2345,,,,
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,2022-01-01T19:40:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,3996,AA3996,AAL3996,,,,
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T16:01:00+00:00,Cincinnati/Northern Kentucky,KCVG,CVG,American Airlines,AAL,3996,AA3996,AAL3996,,,,
01/01/2022,Bethel Airport,PABE,BET,,Saint Marys,PASM,KSM,Grant Aviation,GUN,281,GV281,GUN281,,,,
01/01/2022,Meadows Field,KBFL,BFL,,Sky Harbor International,KPHX,PHX,American Airlines,AAL,5867,AA5867,AAL5867,,,,
