city,state_id,latitude,longitude,population,station,distance
Moroni,UT,39.5271,-111.5832,1552,USC00425837,0.004031129
Warren,MN,48.194,-96.7688,1552,USC00218674,0.007433034
McMillin,WA,47.1286,-122.2374,1551,USC00455224,0.019758542
Shawsville,VA,37.1707,-80.2527,1548,USC00441999,0.147615228
Dover,TN,36.4818,-87.8438,1546,USC00402589,0.018980516
Hines,OR,43.557,-119.0803,1545,USC00358029,0.644612007
Fort Belknap Agency,MT,48.4278,-108.6829,1542,USC00243934,0.189558276
Logansport,LA,31.9762,-93.9933,1537,USC00165522,0.011340635
Pleasant Grove,OH,39.9513,-81.9593,1537,USW00093824,0.066354854
Kodiak Station,AK,57.7451,-152.5443,1536,USW00025501,0.056479307
Harvey,MI,46.4882,-87.3511,1534,USC00203639,0.004140048
Passapatanzy,VA,38.2942,-77.3266,1532,USC00442009,0.103815269
Contoocook,NH,43.2232,-71.7129,1528,USC00278973,0.131864059
Mescal,AZ,31.9675,-110.4368,1527,USC00021330,0.307339048
Bangs,TX,31.7161,-99.1303,1527,USC00418046,0.157689823
Augusta,WI,44.6784,-91.1203,1525,USC00470382,0.015936436
Kremmling,CO,40.0566,-106.3782,1524,USC00054664,0.010248902
Salisbury,MO,39.4233,-92.8025,1523,USC00237514,0.008220097
Meade,KS,37.2836,-100.343,1523,USC00145171,0.002441311
Fort Loramie,OH,40.3442,-84.3696,1523,USC00332872,0.013160547
Lac du Flambeau,WI,45.9696,-89.8995,1522,USC00477092,0.154220783
Limestone,IL,41.1337,-87.9599,1522,USC00110803,0.048760332
Home Garden,CA,36.3025,-119.6362,1521,USC00043747,0.013324038
Nellieburg,MS,32.3973,-88.783,1519,USW00013865,0.070312544
Laguna Park,TX,31.8643,-97.3862,1518,USC00419715,0.011648176
Rock Hill,NY,41.6153,-74.5821,1516,USC00307210,0.039981621
Dallesport,WA,45.6316,-121.1749,1515,USW00024219,0.015587309
Miamitown,OH,39.2171,-84.7095,1514,USC00335188,0.014748898
Chisholm,ME,44.4916,-70.1923,1513,USC00177039,0.691352603
Willow Creek,CA,40.9385,-123.6412,1513,USC00049694,0.009466784
Nutter Fort,WV,39.2604,-80.3265,1512,USC00461677,0.026870929
Atlantic Beach,NC,34.7011,-76.7403,1512,USC00310356,0.002607681
Snow Hill,NC,35.4506,-77.6769,1512,USC00318066,0.047771592
Kings Mills,OH,39.3586,-84.2505,1511,USC00334238,0.011150785
Pilot Rock,OR,45.4961,-118.8332,1509,USC00356634,0.021969524
Granger,TX,30.718,-97.4411,1505,USC00413686,0.120002667
Lincolnton,GA,33.7931,-82.4776,1503,USC00095205,0.069522319
Lucasville,OH,38.8783,-82.9934,1503,USC00334770,0.006545991
New Paris,IN,41.5005,-85.8248,1503,USW00014829,0.045711357
Stanton,NE,41.9472,-97.2172,1502,USC00258117,0.103252409
Shoshone,ID,42.9369,-114.4055,1502,USC00108380,0.011485643
Neligh,NE,42.1291,-98.03,1501,USC00255830,0.0027313
Oakland,IA,41.3114,-95.3951,1501,USC00136151,0.012786321
Ferron,UT,39.0913,-111.1337,1495,USC00422798,0.003984972
Booker,TX,36.4561,-100.5402,1494,USC00410944,0.002912044
Guthrie Center,IA,41.6781,-94.499,1494,USC00133509,0.009669023
Blue Ridge,AL,32.501,-86.1839,1490,USC00018038,0.064538361
Wendover,UT,40.7241,-114.025,1489,USC00424174,0.687170059
Cherokee,OK,36.7547,-98.3551,1489,USC00341726,0.010065784
Fulton,TX,28.0706,-97.0428,1487,USW00012972,0.013627021
Shepherd,MI,43.5235,-84.6927,1486,USC00206080,0.119041253
Warsaw,VA,37.9603,-76.761,1486,USC00448894,0.032025771
Quinebaug,CT,42.0107,-71.937,1484,USC00190998,0.109670051
Babbitt,MN,47.6445,-91.9458,1484,USC00210387,0.068014778
Glen Alpine,NC,35.7307,-81.7826,1483,USC00311081,0.05492686
Blossburg,PA,41.6795,-77.069,1482,USC00361833,0.074526774
Cannelton,IN,37.9106,-86.7377,1481,USC00121256,0.032491383
Airport,CA,37.6324,-120.9774,1479,USW00023258,0.023532786
Belle,MO,38.2848,-91.7217,1479,USW00013997,0.158941501
Montrose,PA,41.8335,-75.8761,1477,USC00366241,0.070604249
Bertram,TX,30.7427,-98.064,1476,USC00410738,0.047067292
Hebron,NE,40.1681,-97.5872,1472,USC00253735,0.007523962
Bridgeport,NE,41.6639,-103.0962,1472,USC00251145,0.008635392
Lebec,CA,34.845,-118.8992,1472,USW00023187,0.202254691
Rockvale,TN,35.7668,-86.521,1467,USC00401720,0.070846454
Omao,HI,21.9236,-159.4814,1467,USC00514750,0.028641578
Radium Springs,NM,32.4783,-106.9031,1467,USC00294426,0.213213813
Montello,WI,43.7939,-89.3332,1466,USC00475581,0.021182184
Somerville,TX,30.346,-96.5311,1465,USC00418446,0.012940247
Marble Hill,MO,37.3032,-89.9808,1464,USC00235253,0.006318038
Mount Pulaski,IL,40.0102,-89.2839,1464,USC00115927,0.002692582
Leland Grove,IL,39.7787,-89.6839,1464,USC00118186,0.019335442
Hartington,NE,42.6205,-97.2672,1464,USC00253630,0.007473928
Cumberland Head,NY,44.7165,-73.3966,1463,USC00437607,0.130370931
Akron,IA,42.8268,-96.5571,1463,USC00130088,0.005787055
Garrison,ND,47.6533,-101.4222,1462,USC00323376,0.00245153
Fort Recovery,OH,40.4112,-84.7761,1458,USC00332895,0.00957549
Burns,TN,36.0507,-87.2983,1456,USC00406180,0.052477543
Mineville,NY,44.0933,-73.5246,1456,USC00302554,0.141408097
Whitmire,SC,34.504,-81.6144,1454,USC00388786,0.115157718
Crump,TN,35.2315,-88.3381,1454,USC00408108,0.080864393
Pine Prairie,LA,30.7818,-92.4223,1454,USC00160617,0.073681069
Sugar City,ID,43.8762,-111.751,1452,USC00108818,0.017800281
Bryson City,NC,35.4262,-83.4474,1452,USC00311165,0.025342849
Dassel,MN,45.083,-94.315,1449,USC00212023,0.055247882
Leoti,KS,38.4834,-101.3579,1448,USC00144665,0.011120364
Ash Grove,MO,37.3177,-93.581,1444,USC00230304,0.05726839
Buttonwillow,CA,35.4092,-119.4406,1443,USC00041244,0.030088536
Fayette,IA,42.8415,-91.8036,1441,USC00132864,0.049000785
Hurley,WI,46.4462,-90.1982,1436,USC00473800,0.016522106
Corning,IA,40.9929,-94.7395,1433,USC00131833,0.01992127
Tarkio,MO,40.443,-95.3835,1432,USC00238292,0.006488451
West Conshohocken,PA,40.0702,-75.3189,1432,USC00361737,0.004317407
Fort Benton,MT,47.8291,-110.6557,1432,USC00243113,0.005554278
Mancos,CO,37.3466,-108.2939,1430,USC00055327,0.025047954
Thompson Falls,MT,47.5993,-115.3425,1427,USC00248211,0.018061285
Chatham,VA,36.8185,-79.3967,1427,USC00441614,0.013956418
Mountain Village,CO,37.9324,-107.8577,1426,USC00058204,0.023203879
Greenville,VA,38.0036,-79.1522,1423,USC00445690,0.160699253
Darrington,WA,48.2546,-121.6031,1421,USC00451992,0.005423099
Celina,TN,36.5469,-85.5043,1420,USC00401561,0.045100887
Red Lake Falls,MN,47.8837,-96.2727,1418,USC00216787,0.012504403
Chesterfield,SC,34.733,-80.078,1415,USC00381645,0.040889359
Helena,OK,36.5466,-98.2714,1415,USC00344019,0.01010198
Montezuma,IA,41.5833,-92.5274,1412,USC00135650,0.02199131
Sweet Springs,MO,38.9649,-93.4152,1412,USC00238223,0.004522168
Hill City,KS,39.3671,-99.8461,1410,USC00143665,0.018973679
Sand Lake,MI,44.3276,-83.6711,1407,USC00203529,0.144792058
Benavides,TX,27.5969,-98.4137,1406,USC00410690,0.0025
Eureka,MT,48.879,-115.0492,1406,USC00242827,0.024176021
Dunes City,OR,43.9079,-124.0985,1406,USC00353995,0.021784628
Shortsville,NY,42.9555,-77.2228,1405,USC00304952,0.141760593
Menard,TX,30.9185,-99.7837,1404,USC00413257,0.339032343
Greenland,AR,35.9965,-94.1903,1403,USW00093993,0.026004932
Markesan,WI,43.7099,-88.9907,1401,USC00475096,0.0094754
Pelzer,SC,34.6434,-82.4588,1401,USC00380613,0.049103068
Dawson,MN,44.9289,-96.0504,1400,USC00212038,0.006129437
Philo,IL,40.0033,-88.1563,1400,USC00116769,0.004475377
New California,OH,40.1502,-83.2372,1400,USC00334979,0.053116857
Madison,MN,45.0127,-96.1889,1400,USC00214994,0.025025981
Brooklyn,IA,41.7314,-92.4453,1400,USC00130933,0.009596353
Aetna Estates,CO,39.7382,-104.6734,1398,USW00003017,0.109721765
Mountain Mesa,CA,35.6411,-118.4047,1396,USC00048407,0.044243192
Brocton,NY,42.39,-79.4429,1395,USC00306747,0.047376999
Milford,UT,38.3945,-113.0123,1394,USC00425654,0.008189994
Hillsboro,WI,43.6559,-90.3365,1393,USC00473650,0.047942987
Apache,OK,34.8938,-98.3581,1393,USC00340264,0.068985288
Gasport,NY,43.195,-78.5764,1393,USC00304844,0.033526624
Frazee,MN,46.7282,-95.7026,1391,USC00212146,0.161003106
Rice,MN,45.7525,-94.2317,1391,USC00216920,0.025025187
Williams,OR,42.2194,-123.2922,1390,USC00359390,0.010962208
Lewiston,CA,40.6969,-122.8225,1383,USC00049026,0.040462328
Sanborn,IA,43.1814,-95.6553,1381,USC00137386,0.005412947
West Yellowstone,MT,44.6627,-111.1057,1376,USC00486845,0.341925138
St. Leo,FL,28.3363,-82.2589,1370,USC00087851,0.001860108
Sleepy Hollow,WY,44.2327,-105.4309,1368,USC00483855,0.038382418
Glide,OR,43.3029,-123.0666,1366,USC00353320,0.037247416
Wakefield,NE,42.2665,-96.8632,1363,USC00258915,0.051069686
Leupp,AZ,35.2966,-111.0027,1362,USC00025494,0.260998467
Powells Crossroads,TN,35.1848,-85.4848,1359,USC00409691,0.105496208
Ravenna,NE,41.0276,-98.8947,1358,USC00257040,0.026945315
Grand Marais,MN,47.7586,-90.3443,1357,USC00213296,0.687181563
Minneota,MN,44.5626,-95.9827,1356,USC00215482,0.014205633
Lower Lake,CA,38.9119,-122.6085,1355,USC00041806,0.042980228
Pioche,NV,37.952,-114.4435,1354,USC00267750,0.277964926
Eagle Butte,SD,44.9907,-101.2275,1346,USC00394596,0.39399316
Lambert,MS,34.2006,-90.2845,1343,USC00224869,0.007443118
Johnson City,KS,37.5703,-101.7447,1343,USC00144114,0.006783576
Winnebago,MN,43.7644,-94.1703,1340,USC00219046,0.004130375
Robins AFB,GA,32.6093,-83.5846,1339,USC00099124,0.031700158
Cresson,TX,32.5299,-97.6155,1338,USC00412096,0.033079125
Marshall,AR,35.9083,-92.6459,1336,USC00037970,0.263420766
Dauphin Island,AL,30.2525,-88.1438,1335,USC00012172,0.066330159
Ruckersville,VA,38.2314,-78.3756,1335,USC00447904,0.106253141
Inman,KS,38.2323,-97.7714,1334,USC00143974,0.083601435
Miller,SD,44.5205,-98.9869,1334,USC00395561,0.006100525
Beverly,OH,39.55,-81.6362,1332,USC00330676,0.00824763
Tennessee Ridge,TN,36.3194,-87.7632,1332,USC00408916,0.026009998
Okarche,OK,35.7189,-97.9757,1331,USC00346620,0.013698993
Bridgehampton,NY,40.9427,-72.3101,1323,USC00300889,0.0155
Hawkins,TX,32.5917,-95.2027,1321,USC00414020,0.013618003
Yates Center,KS,37.868,-95.7535,1321,USC00149080,0.030043612
Pecos,NM,35.5754,-105.6787,1320,USC00296676,0.028382565
Gerald,MO,38.3992,-91.3305,1313,USC00237300,0.068413053
Greenfield,MO,37.4162,-93.8432,1313,USC00233420,0.046270493
Robie Creek,ID,43.668,-116.0209,1312,USC00101018,0.146533887
Maple Bluff,WI,43.1132,-89.3719,1311,USW00014837,0.038315222
Elephant Butte,NM,33.1806,-107.2269,1310,USC00292848,0.054880962
Taylorsville,KY,38.0368,-85.3336,1308,USC00157950,0.043304619
Walnut,IL,41.557,-89.5911,1306,USC00118916,0.011772001
Tombstone,AZ,31.7234,-110.0798,1303,USC00028619,0.016052726
Glenns Ferry,ID,42.9503,-115.3068,1303,USC00103631,0.018985521
Wainaku,HI,19.7449,-155.0985,1301,USC00512802,0.038174468
Roan Mountain,TN,36.1866,-82.0705,1301,USC00407770,0.033614431
Central City,IA,42.2024,-91.5248,1296,USC00131363,0.002726628
Alamosa East,CO,37.4767,-105.8397,1295,USC00050128,0.018387224
Golden Valley,NV,39.6177,-119.8231,1295,USC00267820,0.060975487
Eden,TX,31.2162,-99.844,1294,USC00412741,0.007813763
Sunriver,OR,43.8816,-121.4368,1294,USC00358246,0.027692959
Henry Fork,VA,36.9679,-79.871,1294,USC00447338,0.026664771
Winona,MO,37.0042,-91.327,1293,USC00239056,0.062927248
St. Francis,KS,39.7714,-101.8015,1292,USC00147093,0.00642028
Frankfort,MI,44.6361,-86.2332,1290,USC00202984,0.02629924
Tok,AK,63.329,-143.0379,1289,USC00509314,0.034823268
Preston,MN,43.6726,-92.0828,1289,USC00216654,0.008100617
Asotin,WA,46.3366,-117.0414,1289,USC00450294,0.244767575
Wheaton,MN,45.8059,-96.498,1288,USC00218907,0.00656266
Buffalo,OK,36.8373,-99.6464,1287,USC00341240,0.008072174
Broadway,NC,35.4579,-79.0547,1286,USC00317656,0.07797591
Seeley Lake,MT,47.1614,-113.4525,1286,USC00247448,0.085951731
Salem,SD,43.7228,-97.3894,1285,USC00395360,0.084172383
Crosby,ND,48.9161,-103.2966,1285,USC00321871,0.002024846
Roscoe,TX,32.4419,-100.5322,1285,USC00417743,0.008523104
Clintwood,VA,37.1507,-82.4573,1284,USC00441825,0.03387226
Enosburg Falls,VT,44.9083,-72.8029,1283,USC00432773,0.010877959
Olcott,NY,43.3302,-78.7104,1282,USC00305715,0.042263603
Basin,WY,44.3804,-108.0466,1282,USC00480540,0.011662976
Grantsburg,WI,45.7813,-92.6836,1281,USW00014995,0.009861541
Entiat,WA,47.678,-120.2176,1280,USC00452563,0.107240786
Boulder,MT,46.2358,-112.1198,1276,USC00241008,0.007683749
Munday,TX,33.4471,-99.624,1275,USC00416147,0.012724861
Florence,TX,30.8406,-97.7927,1274,USC00413199,0.0012
Britton,SD,45.7924,-97.7529,1273,USC00391049,0.005576038
Palestine,IL,39.0016,-87.6126,1273,USC00116558,0.002545152
Ceredo,WV,38.3961,-82.5536,1273,USW00003860,0.030813375
Stuart,VA,36.6404,-80.2687,1271,USC00449272,0.133382194
Goodwell,OK,36.5943,-101.6326,1270,USC00343628,0.014905033
Mayo,FL,30.0512,-83.1768,1269,USC00085539,0.055335522
Heppner,OR,45.3547,-119.5559,1266,USC00353827,0.01328006
Geary,OK,35.5927,-98.2914,1265,USC00343497,0.048473214
Point MacKenzie,AK,61.3463,-150.0787,1264,USW00026451,0.184332742
Taft,FL,28.4284,-81.3677,1263,USW00012815,0.044743461
Craig,AK,55.4913,-133.1165,1262,USC00502227,0.028094483
Pinopolis,SC,33.2287,-80.0386,1260,USC00385946,0.053510093
Platte,SD,43.3868,-98.8437,1258,USC00396669,0.003268792
Cripple Creek,CO,38.7466,-105.185,1258,USC00051977,0.051267631
Fort Valley,AZ,35.2554,-111.7253,1257,USC00020678,0.100026397
Stockton,KS,39.4251,-99.2764,1257,USC00148648,0.14448474
Rush Springs,OK,34.7792,-97.9572,1256,USC00340010,0.072222019
Pleasant Hill,OH,40.0506,-84.3462,1254,USC00336697,0.01279453
Chinook,MT,48.5901,-109.2318,1254,USC00241726,0.151052987
Wells,NV,41.1132,-114.9535,1252,USC00268988,0.025490332
West Blocton,AL,33.1186,-87.1253,1252,USC00018809,0.001150043
Farmland,IN,40.1895,-85.1273,1251,USC00122825,0.067673481
Ontonagon,MI,46.8665,-89.3122,1250,USC00203421,0.211719083
Mansfield,MO,37.1102,-92.5804,1245,USC00235227,0.002118514
Jackpot,NV,41.9797,-114.6645,1244,USC00264016,0.00671193
Gregory,SD,43.2299,-99.4208,1242,USC00393452,0.014455535
Black River,NY,44.0089,-75.7966,1241,USC00300707,0.018564752
Cavalier,ND,48.7939,-97.6226,1238,USC00321435,0.10448665
Talkeetna,AK,62.2753,-150.0814,1237,USW00026528,0.047283739
South Gull Lake,MI,42.3901,-85.4008,1236,USC00203504,0.016298466
Pinetops,NC,35.7912,-77.6378,1235,USC00317400,0.110984684
Fort Thompson,SD,44.0527,-99.4079,1235,USC00394766,0.053972512
Monteagle,TN,35.2367,-85.8513,1234,USC00406162,0.015867262
St. David,AZ,31.8992,-110.2251,1233,USC00020683,0.02409834
Atkinson,NE,42.5309,-98.9747,1229,USC00250420,0.058133811
Ore City,TX,32.8008,-94.7182,1228,USC00412446,0.118521728
Green Valley,SD,44.039,-103.1116,1227,USW00024090,0.057585283
Suffield Depot,CT,41.983,-72.6463,1227,USW00014740,0.057909022
Mountain View,WY,41.2723,-110.3344,1226,USC00486555,0.007125293
Belmont Estates,VA,38.4465,-78.9228,1226,USC00442208,0.014866069
New York Mills,MN,46.5198,-95.3733,1223,USC00215902,0.035951904
Lexington,TX,30.4147,-97.0093,1222,USC00412462,0.189755792
Beattyville,KY,37.5862,-83.7065,1221,USC00150483,0.048362382
Groveton,NH,44.6048,-71.5201,1221,USC00433341,0.277278218
Riddle,OR,42.9542,-123.3646,1221,USC00357169,0.007967465
Biglerville,PA,39.9303,-77.2462,1219,USC00360656,0.009464486
Strawberry Point,IA,42.6804,-91.5349,1218,USC00138009,0.005255473
Conway Springs,KS,37.3899,-97.643,1218,USC00141795,0.061168785
Atwood,KS,39.8103,-101.0418,1217,USC00140439,0.010735073
Harper,TX,30.2903,-99.2459,1217,USC00413954,0.046640111
Ola,AR,35.031,-93.2244,1209,USC00035200,0.099777202
Diaz,AR,35.6478,-91.262,1208,USC00035186,0.045329019
China,TX,30.0522,-94.3332,1206,USC00410613,0.043769967
Spur,TX,33.4701,-100.8556,1199,USC00418566,0.022425989
Kurtistown,HI,19.5833,-155.0721,1199,USC00518315,0.034541859
Lake Telemark,NJ,40.9605,-74.4968,1197,USC00286460,0.075231135
Drain,OR,43.662,-123.3142,1194,USC00352406,0.01129043
St. Anne,IL,41.023,-87.7179,1193,USC00118194,0.0005
Atoka,NM,32.7783,-104.3931,1193,USC00290600,0.025477834
Elwood,KS,39.7518,-94.8889,1192,USW00013993,0.026410547
Grand Meadow,MN,43.7062,-92.5702,1192,USC00213290,0.005990826
Stearns,KY,36.6957,-84.4769,1190,USC00157677,0.022209232
Velva,ND,48.0582,-100.9329,1190,USC00328990,0.008590693
Irvington,KY,37.8779,-86.2846,1189,USC00151810,0.09979892
Kent City,MI,43.2203,-85.7539,1187,USC00204320,0.027452687
Cornwells Heights,PA,40.0771,-74.9516,1182,USW00094732,0.061786811
Lincoln Center,KS,39.0429,-98.1468,1181,USC00144712,0.02155203
Holly Hill,SC,33.3245,-80.413,1178,USC00384205,0.009021086
Williamsburg,PA,40.4627,-78.2045,1177,USC00369714,0.006020797
Memphis,MI,42.8956,-82.7689,1177,USC00206982,0.031982808
Bray,OK,34.616,-97.8207,1176,USC00349130,0.103495024
Lemmon,SD,45.9385,-102.1589,1174,USC00394864,0.001843909
Lowell,OR,43.9209,-122.7819,1173,USC00355050,0.02299152
New Summerfield,TX,31.9807,-95.115,1170,USC00416335,0.023769729
Little Rock,MN,47.8667,-95.106,1170,USC00218254,0.372150359
Rose Lodge,OR,45.0187,-123.8881,1169,USC00356366,0.038570066
Yosemite Valley,CA,37.7407,-119.5779,1169,USC00049855,0.015208461
Yamhill,OR,45.3412,-123.1851,1169,USC00353705,0.167344734
Hometown,PA,40.8216,-75.9865,1168,USC00368763,0.029696633
Hawi,HI,20.2392,-155.8305,1166,USC00511339,0.008360024
Clarksville,VA,36.6172,-78.5639,1166,USC00441746,0.013917615
North Ballston Spa,NY,43.0197,-73.851,1165,USC00307484,0.036756327
Sunnyside-Tahoe City,CA,39.1504,-120.1613,1164,USC00048758,0.025397047
Duncansville,PA,40.4263,-78.4303,1163,USC00360132,0.012879088
Cascade Locks,OR,45.6763,-121.8719,1161,USC00351407,0.002640076
Pine Bluffs,WY,41.1803,-104.0692,1159,USC00487236,0.011906721
Hiram,OH,41.3113,-81.1429,1159,USC00333780,0.006242636
Mapleton,IA,42.1671,-95.7904,1157,USC00135123,0.0085
Panaca,NV,37.7889,-114.3997,1157,USC00261590,0.017090641
Oglethorpe,GA,32.2935,-84.0623,1156,USC00095979,0.024250773
Hettinger,ND,46.0034,-102.635,1155,USC00324180,0.012240915
Dulac,LA,29.3864,-90.7081,1154,USC00162673,0.047716245
Lake Lure,NC,35.4404,-82.2064,1154,USC00314764,0.02748958
Port Orford,OR,42.7497,-124.4973,1153,USC00356795,0.094867557
Valley Falls,KS,39.3408,-95.4612,1153,USC00148341,0.045069391
Julesburg,CO,40.9849,-102.2627,1152,USC00054413,0.003969887
Windsor,IL,39.4389,-88.5953,1151,USC00119354,0.00705762
Banner Elk,NC,36.1588,-81.8677,1149,USC00310506,0.0069857
Helena Flats,MT,48.2864,-114.2369,1148,USC00244558,0.032575328
Augusta,KY,38.7723,-84.0003,1148,USC00150290,0.012630123
Union Springs,NY,42.8458,-76.691,1147,USC00300331,0.116454326
Killdeer,ND,47.3673,-102.7535,1144,USC00324722,0.008112336
La Harpe,IL,40.5848,-90.9698,1143,USC00114823,0.00156205
Plantersville,MS,34.2103,-88.6655,1137,USC00229006,0.038950353
Kettleman City,CA,36.009,-119.9627,1136,USC00044534,0.00354683
Yemassee,SC,32.6722,-80.8508,1136,USC00389469,0.02971683
Owyhee,NV,41.9166,-116.1822,1135,USC00269072,0.472792059
Gruver,TX,36.2562,-101.4122,1135,USC00413787,0.009900505
Cole Camp,MO,38.4595,-93.2025,1134,USC00231748,0.058699322
Oolitic,IN,38.8935,-86.5254,1134,USC00126580,0.027199676
Heritage Creek,KY,38.0952,-85.6125,1133,USC00157334,0.042416978
Kaaawa,HI,21.5485,-157.8534,1132,USC00514830,0.031670166
North Grosvenor Dale,CT,41.9862,-71.9034,1130,USC00069388,0.042001071
Purdy,MO,36.8187,-93.9206,1128,USC00235704,0.060039564
Rock Island,WA,47.3739,-120.1382,1124,USW00094239,0.067298701
Rossville,KS,39.1358,-95.9496,1124,USC00147007,0.002692582
Edina,MO,40.168,-92.1732,1124,USC00232482,0.00859398
Guernsey,WY,42.2657,-104.743,1124,USC00484126,0.031548217
Joseph,OR,45.3526,-117.2303,1124,USC00354329,0.006712712
Arbon Valley,ID,42.8847,-112.5942,1124,USW00024156,0.041267839
Lake Park,IA,43.4472,-95.3247,1123,USC00134561,0.0011
Santa Margarita,CA,35.3893,-120.6084,1122,USC00047933,0.032830626
Tonasket,WA,48.7077,-119.4413,1121,USC00458521,0.203063546
St. Ansgar,IA,43.3797,-92.9178,1120,USC00137326,0.005758472
Lexington,MI,43.2671,-82.537,1118,USC00204808,0.00594138
Shafer,MN,45.3901,-92.7531,1117,USC00218986,0.133053494
Chatsworth,IL,40.7294,-88.2975,1115,USC00111447,0.023407702
Central City,IL,38.5485,-89.1284,1115,USC00111386,0.007191697
Lewisville,AR,33.3643,-93.5751,1114,USC00034185,0.008263776
Hill Country Village,TX,29.5831,-98.4893,1114,USW00012921,0.039177016
Georgetown,CO,39.7181,-105.694,1112,USC00053261,0.014063072
Billings,MO,37.0626,-93.5539,1111,USC00230657,0.023416447
Craig Beach,OH,41.116,-80.9828,1110,USC00330639,0.026615221
Catawba,SC,34.8464,-80.9061,1108,USC00381462,0.01317413
Highland,AR,36.2657,-91.5186,1107,USC00033132,0.015811388
Lenape Heights,PA,40.7633,-79.5217,1107,USC00362942,0.048930516
Pandora,OH,40.9474,-83.9567,1107,USC00336405,0.004850773
Olinda,HI,20.8261,-156.2917,1107,USC00518744,0.053526909
Tornillo,TX,31.4366,-106.1033,1105,USC00419088,0.057870031
Glasgow,VA,37.6348,-79.4514,1103,USC00443375,0.02268345
Gratton,VA,37.1351,-81.4212,1101,USC00441209,0.095682946
Fort Davis,TX,30.5784,-103.8922,1099,USC00416104,0.182385882
Princeton,MO,40.3966,-93.5884,1099,USC00236866,0.004833218
Point Marion,PA,39.7355,-79.9008,1098,USC00367073,0.014589037
Brookneal,VA,37.0532,-78.9485,1098,USC00441082,0.015044268
Mansfield,AR,35.0634,-94.2375,1096,USC00030006,0.087611072
Berry,AL,33.6623,-87.6079,1095,USC00010748,0.053656934
Paducah,TX,34.0144,-100.3038,1094,USC00416745,0.159632703
Clay City,KY,37.8622,-83.9277,1094,USC00157652,0.030752723
Morocco,IN,40.9445,-87.4503,1094,USC00125888,0.030545212
Avonia,PA,42.047,-80.2765,1093,USW00014860,0.099842712
Kyle,SD,43.4245,-102.1802,1093,USC00394630,0.040285233
Ballard,UT,40.2949,-109.9493,1093,USC00427395,0.011700427
Challis,ID,44.5052,-114.2283,1091,USW00004114,0.021568319
Winter Park,CO,39.8785,-105.7828,1090,USC00059175,0.023618586
Erie,KS,37.5717,-95.2418,1087,USC00142582,0.00634436
Sherburn,MN,43.6547,-94.7273,1087,USC00217602,0.052999057
Glasgow,MO,39.2279,-92.8394,1084,USC00233222,0.009677293
Moorcroft,WY,44.2643,-104.9473,1084,USC00482580,0.237189966
Dierks,AR,34.12,-94.0173,1082,USC00032015,0.006600758
Marianne,PA,41.2441,-79.431,1082,USC00361485,0.052149976
Gettysburg,SD,45.006,-99.9539,1081,USC00393294,0.019226453
Maysville,MO,39.8859,-94.3633,1081,USC00230143,0.006328507
Appleton City,MO,38.1906,-94.031,1080,USC00230204,0.004341659
Elgin,MN,44.1257,-92.247,1079,USC00212486,0.036982158
Galeton,PA,41.7338,-77.6454,1077,USC00363130,0.006456005
Farmersburg,IN,39.2526,-87.3807,1070,USC00122814,0.014073024
Angel Fire,NM,36.3821,-105.2718,1070,USC00296275,0.289558094
Republic,WA,48.6483,-118.7334,1066,USC00456974,0.00398911
Amelia Court House,VA,37.3366,-77.9882,1064,USC00440187,0.013200758
Wister,OK,34.9699,-94.7206,1062,USC00349724,0.03291094
Clark,SD,44.8813,-97.7346,1061,USC00391740,0.000771038
Washington,KS,39.816,-97.0486,1060,USC00148578,0.009633276
Skagway,AK,59.4566,-135.2927,1059,USW00025335,0.035099473
Quinter,KS,39.0666,-100.2347,1057,USC00146637,0.004301163
Upton,WY,44.1025,-104.6374,1056,USC00489205,0.027750495
Greenfields,PA,40.3627,-75.9565,1056,USW00014712,0.011064628
Falls City,OR,44.8648,-123.4372,1056,USC00352800,0.032788565
De Smet,SD,44.3862,-97.5497,1052,USC00392302,0.0036
Luck,WI,45.5718,-92.4666,1051,USC00474894,0.018660386
Ashton,ID,44.0734,-111.4482,1050,USC00100470,0.008728115
Aplington,IA,42.5819,-92.8835,1050,USC00134402,0.082992048
Canaan,CT,42.0347,-73.3323,1050,USC00065445,0.127675722
Robert Lee,TX,31.8954,-100.4856,1048,USC00419501,0.164742951
Grand Coulee,WA,47.9392,-119.0028,1048,USC00451767,0.015605079
New Hartford Center,CT,41.8802,-72.9753,1047,USC00060299,0.042513174
Mountainhome,PA,41.1779,-75.2632,1047,USC00361207,0.027597464
Martin,SD,43.1749,-101.7324,1045,USC00395285,0.163151976
Maud,TX,33.3299,-94.3461,1042,USC00415667,0.003397058
Ridgway,CO,38.1573,-107.7545,1039,USC00057020,0.008318654
East Gull Lake,MN,46.3948,-94.3548,1039,USC00213411,0.018122086
Ouray,CO,38.0276,-107.6734,1034,USC00056205,0.001581139
Taylors Falls,MN,45.4121,-92.6644,1034,USC00477464,0.017804494
Maypearl,TX,32.314,-97.0052,1032,USC00415695,0.011161093
Hill City,SD,43.9338,-103.5693,1032,USC00393868,0.01195847
Plummer,ID,47.3301,-116.8849,1029,USC00107188,0.072146795
Wink,TX,31.7545,-103.1541,1028,USW00023040,0.054052124
Lovington,IL,39.7143,-88.6315,1026,USC00115219,0.002565638
Rhodhiss,NC,35.7684,-81.4312,1024,USC00317229,0.0087
Overbrook,KS,38.7794,-95.557,1023,USC00146154,0.072785163
