city,state_id,latitude,longitude,population,station,distance
Moran,KS,37.9165,-95.1715,510,USC00145463,0.004341659
Dayton,PA,40.8811,-79.2411,510,USC00367229,0.060196761
Randolph,UT,41.6644,-111.1857,508,USC00427165,0.003823205
Berry Hill,TN,36.1196,-86.7673,508,USC00406403,0.089408333
Allerton,IA,40.7077,-93.3689,507,USC00130149,0.004020609
Swea City,IA,43.3832,-94.3111,507,USC00138026,0.071048976
Benzonia,MI,44.616,-86.0989,506,USC00200758,0.090333825
Grand Lake,CO,40.2503,-105.8231,506,USC00053500,0.078545592
Clifton,KS,39.5681,-97.2807,505,USC00141593,0.005021952
Saguache,CO,38.0863,-106.1409,505,USC00057337,0.01182839
Eskridge,KS,38.8595,-96.1049,505,USC00142602,0.000948683
South Philipsburg,PA,40.887,-78.2185,504,USC00366921,0.014284628
Laurelville,OH,39.4719,-82.7374,503,USC00334434,0.003269557
Jayton,TX,33.2502,-100.5748,502,USC00414570,0.004421097
Parryville,PA,40.8243,-75.6701,502,USC00360560,0.046482105
Goessel,KS,38.2473,-97.3456,501,USC00143134,0.046416915
Mackay,ID,43.912,-113.6127,501,USC00105462,0.006304038
Wilmot,SD,45.4091,-96.8546,501,USC00399337,0.007518012
Darlington,MD,39.6425,-76.2035,499,USC00182060,0.031320409
Timber Lake,SD,45.4279,-101.0747,499,USC00398307,0.001772005
Hot Springs,VA,38.0013,-79.8239,499,USC00444128,0.008559264
Potter Valley,CA,39.319,-123.1123,498,USC00047109,0.045892265
Altona,IL,41.115,-90.1648,497,USC00110140,0.005445181
New Eucha,OK,36.3912,-94.8522,497,USC00349101,0.051371977
Richfield,ID,43.0521,-114.1555,496,USC00107673,0.000640312
Yonah,GA,34.6437,-83.7411,496,USC00097827,0.022009543
Billings,OK,36.5313,-97.4342,496,USC00340755,0.013098091
Chalmers,IN,40.6625,-86.8678,493,USC00121417,0.087244943
Rock Mills,AL,33.1563,-85.2861,493,USC00017025,0.005281098
Garwin,IA,42.0935,-92.6791,493,USC00133120,0.0093914
Westminster,OH,40.699,-83.9795,492,USW00004850,0.042868329
Page Park,FL,26.5782,-81.8615,490,USW00012835,0.006750119
Summersville,MO,37.1785,-91.6576,490,USC00238184,0.049120172
Albion,IA,42.1125,-92.9887,490,USW00094988,0.072374682
Freeville,NY,42.5114,-76.3457,490,USC00303050,0.012382245
Eldorado,OH,39.9043,-84.6752,490,USC00338990,0.036845624
East Middlebury,VT,43.9747,-73.1056,489,USC00437612,0.164282805
Sun,LA,30.65,-89.9056,489,USC00168906,0.131309596
Knollwood,TX,33.6893,-96.6185,489,USC00418274,0.027268297
Jasper,AR,36.0125,-93.1874,488,USC00033600,0.006918858
Lipan,TX,32.5187,-98.0471,488,USC00415243,0.063166843
Honomu,HI,19.8695,-155.1124,488,USC00512595,0.049516326
Miltonvale,KS,39.3497,-97.4524,487,USC00145335,0.002435159
Charleston,UT,40.4661,-111.4599,487,USC00422057,0.092562898
Cochiti Lake,NM,35.6478,-106.3425,487,USC00291982,0.012179491
Center Point,LA,31.2524,-92.2099,486,USC00167732,0.103669668
Tower,MN,47.8103,-92.2832,486,USC00218311,0.029
College Station,AR,34.705,-92.2296,485,USW00013963,0.02311694
Clarence,LA,31.8198,-93.029,484,USC00166584,0.056876357
Haring,MI,44.2821,-85.4005,484,USW00014817,0.017051979
Hayesville,NC,35.045,-83.8179,483,USC00313923,0.010099228
Big Horn,WY,44.6791,-106.9971,483,USC00480680,0.012366487
Lewiston Woodville,NC,36.1141,-77.1811,482,USC00314962,0.021086726
Young,AZ,34.1189,-110.9559,482,USC00026653,0.021117765
St. Paul,AK,57.1815,-170.2743,481,USW00025713,0.05796636
Arnett,OK,36.135,-99.7712,481,USC00340332,0.059265029
Lacomb,OR,44.5844,-122.7417,481,USC00354606,0.046466332
Burlington Junction,MO,40.4466,-95.0667,481,USC00231141,0.003239089
Fife Lake,MI,44.5731,-85.3511,480,USC00202783,0.018399185
Bear Creek,TX,30.1826,-97.94,480,USC00412585,0.060465031
Old Forge,NY,43.706,-74.9722,479,USC00300668,0.149561843
Burnsville,WV,38.8579,-80.6538,477,USC00461282,0.035860983
Bliss,NY,42.5801,-78.2538,477,USC00308962,0.110626037
Prospect,OR,42.7526,-122.4757,476,USC00356907,0.044665983
White Haven,MT,48.3478,-115.516,475,USC00245011,0.207539972
Scotland,TX,33.6499,-98.4677,474,USC00418139,0.013669309
Winthrop,WA,48.4717,-120.179,472,USC00459376,0.010078477
Argonia,KS,37.2679,-97.7629,471,USC00140308,0.008647942
Rothsay,MN,46.4735,-96.2845,471,USC00217149,0.0076844
Bayfield,WI,46.8141,-90.8226,471,USC00474953,0.067639116
St. Marie,MT,48.4053,-106.4986,470,USW00094010,0.016579777
Naplate,IL,41.3321,-88.8782,470,USC00116526,0.032622078
Bowdle,SD,45.4513,-99.6564,468,USC00390834,0.00463312
South Toledo Bend,TX,31.1568,-93.6074,468,USC00169074,0.057123813
Thorne Bay,AK,55.6652,-132.5337,467,USC00509148,0.02811352
Harrisville,MI,44.6575,-83.2946,467,USC00203628,0.028032124
Wamsutter,WY,41.6679,-107.979,467,USC00489459,0.003806008
Midway,AL,32.0764,-85.5244,466,USC00015397,0.065419792
Great Cacapon,WV,39.6144,-78.2857,465,USC00461324,0.105728248
Haysi,VA,37.2151,-82.2931,465,USC00444410,0.056040922
Hermitage,MO,37.9443,-93.3255,464,USC00236777,0.040304601
Mosier,OR,45.685,-121.395,464,USC00457794,0.139002338
Yampa,CO,40.153,-106.9086,464,USC00059265,0.003977549
Red River,NM,36.7041,-105.4064,463,USC00297323,0.011747766
Mullen,NE,42.0432,-101.0445,463,USC00255700,0.036510022
Townsend,TN,35.6763,-83.7528,462,USC00409065,0.07709799
Crescent Valley,NV,40.4198,-116.5753,462,USC00260800,0.519545619
Lucerne,WY,43.7136,-108.1873,462,USC00488884,0.059443602
Eureka,NV,39.5113,-115.9668,462,USW00003170,0.097967801
Broadus,MT,45.4431,-105.4085,462,USC00248607,0.484301084
Bridgewater,SD,43.5502,-97.4984,461,USC00391032,0.003910716
Salesville,AR,36.241,-92.2769,460,USC00033740,0.089784687
Plymouth,UT,41.8734,-112.1454,460,USC00426938,0.003357737
Alta,WY,43.7737,-111.0312,460,USC00488315,0.514429759
Cushman,AR,35.8658,-91.7781,459,USC00031769,0.062936476
Gisela,AZ,34.1015,-111.2895,458,USC00023448,0.016728718
Lockhart,SC,34.7923,-81.4613,457,USC00385232,0.01385785
Florence,WI,45.925,-88.2525,457,USC00472826,0.010395095
Big Stone City,SD,45.2985,-96.4657,456,USC00390662,0.034014703
Lingle,WY,42.1387,-104.3461,456,USC00485612,0.044695078
Strong City,KS,38.3956,-96.537,455,USC00148061,0.042833865
Valley Falls,NY,42.9006,-73.5627,455,USC00305248,0.068681096
Jerome,AZ,34.7466,-112.1072,455,USC00024453,0.007
White Pine,MI,46.7402,-89.5812,455,USC00200718,0.156960441
Jackson,NC,36.3901,-77.4193,454,USC00314456,0.007938848
West Point,CA,38.4043,-120.5374,454,USC00049582,0.027912005
Beecher City,IL,39.1866,-88.7876,453,USC00110500,0.007303972
Medicine Park,OK,34.7294,-98.4846,452,USC00345775,0.084800236
Fawn Grove,PA,39.7312,-76.4521,451,USC00366289,0.051980737
Galena,AK,64.7381,-156.8635,450,USC00503212,0.0123
Arlington,KS,37.8963,-98.1781,449,USC00140326,0.006931551
Bass Lake,CA,37.328,-119.5668,449,USC00046252,0.11092529
Fox,AK,64.9749,-147.609,448,USC00503275,0.087916438
Diablo,CA,37.8408,-121.9565,448,USC00045915,0.046486557
Gustavus,AK,58.4275,-135.7492,447,USW00025322,0.043509194
Springboro,PA,41.8006,-80.3715,446,USC00368361,0.055632005
Huntsville,OH,40.4424,-83.8043,446,USC00333915,0.038505376
Nelson,NE,40.2011,-98.0687,445,USC00255840,0.00552134
Atlantic Beach,SC,33.8035,-78.7177,445,USW00093718,0.012970555
Calion,AR,33.3285,-92.5402,445,USC00034936,0.176492974
Evening Shade,AR,36.0701,-91.6218,444,USC00032366,0.012485191
Avery,TX,33.5522,-94.7803,444,USC00410443,0.077434424
Montrose,SD,43.7001,-97.1844,443,USC00395733,0.005947008
Leedey,OK,35.8688,-99.3451,443,USC00345090,0.006332456
La Grange,WY,41.6384,-104.163,442,USC00253605,0.208969783
Follett,TX,36.434,-100.1408,441,USC00413225,0.004110961
Dix,IL,38.4431,-88.9423,440,USC00114400,0.057613167
Neola,UT,40.4342,-110.0309,440,USC00426123,0.026102172
Fort Thomas,AZ,33.0222,-109.9665,440,USC00023150,0.022909387
Fossil,OR,44.9981,-120.2146,438,USC00353038,0.003014963
Leakey,TX,29.7254,-99.7631,438,USC00417232,0.193295059
Murdo,SD,43.8893,-100.7142,438,USC00395891,0.006865858
Galena,MO,36.8054,-93.4709,437,USC00233094,0.003275668
Marysvale,UT,38.4384,-112.2544,437,USC00425477,0.032290328
Rockford,AL,32.8896,-86.215,436,USC00017020,0.043346165
Hunts Point,WA,47.6444,-122.2293,435,USW00094290,0.050078339
Crawford,CO,38.7049,-107.6093,433,USC00050754,0.169199439
Perrysville,IN,40.0532,-87.436,433,USC00126830,0.073544
Cawker City,KS,39.5095,-98.4331,433,USC00141371,0.003748333
Hull,IL,39.7086,-91.2034,433,USC00237578,0.086072431
Brushton,NY,44.8308,-74.5117,432,USC00304996,0.205993908
Lava Hot Springs,ID,42.6198,-112.0098,432,USC00105143,0.003224903
Washburn,MO,36.5888,-93.9655,432,USC00238740,0.089227182
Waltonville,IL,38.2141,-89.0381,432,USC00118932,0.046806837
Clarksville,MO,39.3693,-90.9049,431,USC00231640,0.004465344
Denmark,IA,40.7385,-91.3381,429,USC00130389,0.063696939
Spavinaw,OK,36.3927,-95.0501,429,USC00348380,0.010151355
Greeley Center,NE,41.5484,-98.5305,428,USC00253425,0.003405877
Beaver Creek,MT,48.5437,-109.8069,428,USC00243110,0.045831212
Castalian Springs,TN,36.4012,-86.3068,428,USC00405118,0.112031456
Hulett,WY,44.6828,-104.5982,427,USC00482466,0.153207376
Coloma,CA,38.8026,-120.8946,427,USC00044484,0.074059976
Oneida,KY,37.2701,-83.6496,427,USC00156028,0.003238827
South Renovo,PA,41.3244,-77.743,426,USC00367409,0.007366139
Prospect,NY,43.3026,-75.1514,426,USC00308578,0.02700537
Nuiqsut,AK,70.2135,-150.9897,425,USC00500235,0.146349206
Alta Vista,KS,38.8628,-96.4889,424,USC00140195,0.003512834
Winslow,AR,35.8008,-94.1305,424,USC00037963,0.122897233
Clarendon,PA,41.7807,-79.0941,424,USC00364571,0.098514576
Glen Elder,KS,39.5002,-98.3067,423,USC00143997,0.166190764
Pueblo of Sandia Village,NM,35.2536,-106.5706,422,USC00292100,0.02486765
Stanton,TN,35.4613,-89.4013,420,USC00408450,0.078680175
Parsonsburg,MD,38.3936,-75.4748,420,USW00093720,0.065229775
Brady,NE,41.0223,-100.3674,420,USC00251082,0.000984886
Linwood,KS,39.0019,-95.0363,419,USC00148156,0.033424093
Mud Lake,ID,43.8431,-112.48,419,USC00106080,0.206300339
Baggs,WY,41.0345,-107.6574,417,USC00480484,0.003811824
Twin Bridges,MT,45.5429,-112.3341,417,USC00248430,0.009170605
Wyoming,NY,42.824,-78.0842,417,USC00309593,0.063730424
Riggins,ID,45.4204,-116.318,416,USC00107706,0.1014684
Colony,KS,38.0712,-95.3629,414,USC00141733,0.008041144
Huntley,MT,45.8995,-108.3054,414,USC00244345,0.064422434
Kinde,MI,43.9405,-82.9963,414,USC00202804,0.090149764
Boys Ranch,TX,35.5331,-102.2536,412,USC00411000,0.003962323
Carlisle,SC,34.5921,-81.4645,412,USC00387722,0.070543674
Oliver,WI,46.6493,-92.1884,411,USC00476413,0.132054724
Faith,SD,45.0258,-102.0363,411,USC00395325,0.553120414
Highland Lake,AL,33.8876,-86.4244,410,USC00016121,0.039034697
Halchita,UT,37.1314,-109.9131,408,USC00429045,0.137425252
Gage,OK,36.3182,-99.7578,408,USW00013975,0.024180873
Hilda,SC,33.274,-81.2466,408,USC00380490,0.021971345
Forestville,WI,44.6907,-87.4787,408,USC00472851,0.082274801
Rocky Ridge,OH,41.531,-83.2126,407,USC00332585,0.039666693
Altmar,NY,43.511,-76.0037,406,USC00306988,0.17695822
Blanca,CO,37.4393,-105.5135,406,USC00053541,0.293904355
Lisbon,FL,28.8823,-81.7812,406,USC00085076,0.01002447
Hancock,WI,44.1334,-89.521,405,USC00473405,0.020916525
Fleming,CO,40.6821,-102.8396,404,USC00054945,0.225561669
Axtell,KS,39.8711,-96.2567,403,USC00140471,0.004382921
Grand River,OH,41.7418,-81.2846,402,USC00336389,0.015423985
Holley,OR,44.349,-122.7855,402,USC00353971,0.003733631
Clyman,WI,43.3116,-88.7231,401,USC00471681,0.012257018
Yarborough Landing,AR,33.7126,-94.0108,401,USC00034839,0.040957539
Rosser,TX,32.4648,-96.4431,400,USC00417773,0.007306162
Watersmeet,MI,46.2872,-89.1937,400,USC00474383,0.20369001
Swan Quarter,NC,35.4109,-76.3251,398,USC00318450,0.015925451
Weissport,PA,40.8289,-75.7009,397,USC00364934,0.008102469
Sinclair,WY,41.7761,-107.1199,395,USC00488074,0.431765642
Lake City,CO,38.0302,-107.3106,394,USC00054736,0.023152106
Midwest,WY,43.4113,-106.2772,394,USC00486195,0.001861317
Howardwick,TX,35.0347,-100.9077,393,USC00414583,0.155114474
Lamont,OK,36.6913,-97.5582,392,USC00345013,0.003590265
Morrisville,MO,37.4766,-93.4293,392,USC00235784,0.021914363
Medora,IL,39.1765,-90.1414,392,USC00115539,0.020460792
Higgins,TX,36.121,-100.0274,391,USC00414140,0.006
Stanford,MT,47.1521,-110.219,391,USC00247864,0.005654352
Lucas,KS,39.0585,-98.5379,391,USC00148946,0.104011778
Hobart,NY,42.3715,-74.6691,391,USC00304575,0.21789642
Quitaque,TX,34.3674,-101.0555,389,USC00413195,0.168049427
Bowlegs,OK,35.1474,-96.6691,388,USC00340990,0.042718057
Warwick,GA,31.8298,-83.9206,386,USC00092361,0.025540948
Marathon,TX,30.2157,-103.2433,386,USC00415579,0.036530809
Jordan,MT,47.321,-106.9099,386,USC00243556,0.523796955
Calhoun,LA,32.5153,-92.3539,385,USC00161411,0.022680829
Red Feather Lakes,CO,40.8071,-105.5864,385,USC00057296,0.164478629
Delanson,NY,42.7474,-74.1841,384,USC00302031,0.023686283
Salem,IA,40.852,-91.6206,384,USC00137363,0.016568042
Martin City,MT,48.3935,-114.0308,384,USC00244328,0.051707059
Callisburg,TX,33.6987,-97.0159,383,USC00413420,0.068066144
Hayti,SD,44.6571,-97.2046,383,USC00393681,0.022896692
Damascus,AR,35.3671,-92.4108,383,USC00031829,0.045826302
Perry,IL,39.7822,-90.7472,382,USC00116738,0.080184718
New Strawn,KS,38.2622,-95.7423,380,USC00144104,0.010607544
Westphalia,MO,38.4413,-92.0005,379,USC00235254,0.052544117
Windthorst,TX,33.576,-98.4348,379,USC00410271,0.1500003
Alta,UT,40.5818,-111.6229,379,USC00427846,0.043112527
Turkey,TX,34.3939,-100.8953,378,USC00419191,0.00253811
North Woodstock,NH,44.0364,-71.6895,378,USC00274734,0.017873164
Smithville Flats,NY,42.3943,-75.8105,377,USC00303444,0.080435092
Dillard,GA,34.9749,-83.382,377,USC00312102,0.098101274
Grover Hill,OH,41.019,-84.4775,376,USC00333421,0.011890151
Tazlina,AK,62.0536,-145.4362,376,USC00503304,0.111420869
Whittemore,MI,44.2337,-83.8033,375,USC00203528,0.085706534
Stirling City,CA,39.9065,-121.5361,374,USC00041159,0.223518344
Eustis,NE,40.6645,-100.0296,373,USC00252790,0.032490152
Mound Valley,KS,37.2071,-95.4048,372,USC00145536,0.050080335
Ekalaka,MT,45.8897,-104.5506,372,USC00247034,0.400929744
Coyle,OK,35.9538,-97.2388,372,USC00342207,0.113395667
Orleans,NE,40.1318,-99.4549,371,USC00256365,0.027782989
White Lake,SD,43.7283,-98.712,369,USC00399232,0.057637888
Mount Charleston,NV,36.2625,-115.6138,369,USC00265400,0.031308146
Kaw City,OK,36.7682,-96.8629,367,USC00346282,0.138312183
Columbia,LA,32.1026,-92.077,366,USC00161979,0.071609818
Center Ridge,AR,35.3806,-92.5702,365,USC00031310,0.045514873
McClusky,ND,47.484,-100.4426,364,USC00325710,0.002343075
Bethania,NC,36.1808,-80.3376,364,USC00316686,0.040844706
King William,VA,37.6882,-77.0212,364,USC00448829,0.058313635
West Logan,WV,37.8679,-81.9906,364,USC00465353,0.006393442
McGregor,MN,46.6087,-93.3055,363,USC00217460,0.187250955
Easton,WA,47.2405,-121.1733,361,USC00452384,0.013705838
King Salmon,AK,58.753,-156.5061,361,USW00025503,0.165772317
Central Bridge,NY,42.7068,-74.3473,360,USC00307520,0.060472556
Mineral,CA,40.3755,-121.5694,359,USC00045311,0.165756448
Ila,GA,34.1728,-83.293,359,USC00092517,0.05646282
Joseph,UT,38.6247,-112.2199,358,USC00423012,0.124048539
Trapper Creek,AK,62.3189,-150.3965,358,USC00500247,0.1654787
Wilcox,PA,41.5726,-78.6869,358,USC00363311,0.088279815
Henrietta,MO,39.2371,-93.9384,357,USC00237116,0.032008905
Atkinson,NC,34.5275,-78.1697,356,USC00315820,0.092012717
Vernon,UT,40.0956,-112.4457,356,USC00429133,0.010006123
Cashion Community,TX,34.0365,-98.5081,355,USW00013966,0.05989004
Butternut,WI,46.0138,-90.4988,355,USC00471249,0.054044796
Bethpage,TN,36.4844,-86.3085,355,USC00400669,0.03035556
Katie,OK,34.5833,-97.3389,354,USC00344052,0.012624183
Milan,MN,45.1125,-95.9117,354,USC00215400,0.017871765
Christoval,TX,31.1976,-100.4933,354,USC00411736,0.034801726
White Lake,WI,45.1617,-88.7704,352,USC00479176,0.033191716
Prairie City,IL,40.621,-90.4649,351,USC00116970,0.029710772
Manton,CA,40.4202,-121.854,350,USC00049390,0.040036234
Castle Valley,UT,38.6325,-109.3966,350,USC00421240,0.01118034
Max,ND,47.8204,-101.2911,349,USC00325638,0.001421267
Trent,TX,32.4886,-100.1233,349,USC00415852,0.168832729
Montmorenci,IN,40.4705,-87.0354,348,USC00129430,0.043732139
Ellis Grove,IL,38.0095,-89.9099,348,USC00114629,0.045198988
Jeffers Gardens,OR,46.1518,-123.852,348,USW00094224,0.03167976
Dobbins,CA,39.3657,-121.2127,346,USC00041916,0.040475425
Newcastle,NE,42.6524,-96.874,346,USC00255895,0.003551056
Pattonsburg,MO,40.0715,-94.106,345,USC00236563,0.061431262
Orchard,NE,42.337,-98.2412,345,USC00256328,0.131420699
Wallace,NE,40.8376,-101.1645,344,USC00258920,0.045260358
Napier Field,AL,31.3149,-85.4549,344,USW00013839,0.011984511
Fargo,OK,36.3741,-99.6219,344,USC00343070,0.059971087
Castorland,NY,43.886,-75.5166,343,USC00308412,0.199611524
Keystone,SD,43.8955,-103.4264,343,USC00395870,0.036495479
Burlington,WY,44.4471,-108.432,342,USC00483031,0.064934158
Scandia,KS,39.7969,-97.784,342,USC00147248,0.010572133
Olney Springs,CO,38.1663,-103.9445,340,USC00058157,0.208465795
Franklin,NY,42.3416,-75.1659,338,USC00308932,0.158220637
Canjilon,NM,36.484,-106.4334,337,USC00293511,0.155888293
Wilsall,MT,45.9844,-110.6604,337,USC00241840,0.006580274
Bricelyn,MN,43.5607,-93.8131,337,USC00210981,0.033638222
North La Junta,CO,37.9985,-103.5228,337,USW00023067,0.051848461
Lake Lafayette,MO,38.9488,-93.9713,336,USC00232568,0.103013834
Jeffersonville,NY,41.7799,-74.9298,336,USC00301102,0.051847116
Belleview,KY,38.9792,-84.8249,336,USC00156635,0.015917594
Massena,IA,41.2506,-94.7698,336,USC00135250,0.006648308
Lynchburg,SC,34.06,-80.077,335,USC00382802,0.108578241
Clipper Mills,CA,39.5324,-121.1666,335,USC00048606,0.066374468
Tierra Grande,TX,27.7037,-97.5718,334,USW00012924,0.091138416
Cleo Springs,OK,36.4046,-98.44,334,USC00346751,0.069211748
Orr,MN,48.0594,-92.8248,334,USC00216211,0.061801294
Lancaster,MN,48.8577,-96.8019,334,USC00214562,0.016052928
Snoqualmie Pass,WA,47.4014,-121.4109,332,USW00024237,0.144850889
Lehigh,OK,34.4707,-96.2209,332,USC00345108,0.062728622
Scipio,UT,39.2491,-112.1044,332,USC00427714,0.004304649
Williamsville,MO,36.9737,-90.5479,332,USC00238984,0.049230365
Sunburst,MT,48.8777,-111.9063,332,USC00243617,0.516720476
Cubero,NM,35.0903,-107.5264,331,USC00292250,0.008926926
Indiahoma,OK,34.6196,-98.752,330,USC00349629,0.119610451
West Burke,VT,44.6431,-71.9792,328,USC00438169,0.075511721
Moro,OR,45.4837,-120.7333,328,USC00355734,0.009773945
Nett Lake,MN,48.1146,-93.0811,326,USC00214191,0.296011706
Minocqua,WI,45.8788,-89.7032,326,USC00479236,0.2235724
Grampian,PA,40.9648,-78.6112,325,USC00363417,0.024094242
Hannibal,OH,39.6719,-80.8741,325,USC00333500,0.009044335
Beech Mountain,NC,36.2105,-81.8875,324,USC00313072,0.049415387
Gridley,KS,38.1006,-95.8827,324,USC00143257,0.001389244
Harpers Ferry,IA,43.2005,-91.1525,323,USC00474937,0.055169647
Proctorsville,VT,43.3824,-72.6415,323,USC00434749,0.038881487
Morganton,GA,34.8749,-84.2442,323,USC00098418,0.178861539
Bison,SD,45.5235,-102.4677,322,USC00390701,0.005770615
Spring Grove,IN,39.8472,-84.8912,322,USC00127370,0.015123822
Bucyrus,KS,38.7237,-94.714,322,USC00147756,0.073232836
Cambridge,ID,44.5719,-116.6778,320,USC00101408,0.002830194
Clarks Hill,SC,33.6582,-82.166,320,USC00381726,0.024263759
Shickley,NE,40.4165,-97.7242,319,USC00257798,0.055320611
Brockton,MT,48.1525,-104.9066,319,USC00241164,0.281466108
Milburn,OK,34.2401,-96.552,319,USC00342011,0.067651148
Glen Aubrey,NY,42.2623,-76.0002,319,USW00004725,0.059104512
Searchlight,NV,35.4828,-114.9157,318,USC00267369,0.017714912
Augusta,MT,47.4894,-112.3921,318,USC00247159,0.316203242
Vernon,IN,38.9854,-85.6102,317,USC00126435,0.019111088
De Tour Village,MI,45.9891,-83.9146,317,USC00202094,0.016171889
Burdett,NY,42.4169,-76.8441,316,USC00305233,0.089164679
McGrath,AK,62.9424,-155.563,316,USW00026510,0.049421332
Packwood,WA,46.6085,-121.6702,315,USC00456898,0.19147475
McConnells,SC,34.8695,-81.2266,315,USC00389625,0.060682025
Moose Pass,AK,60.4997,-149.4464,315,USC00505894,0.020550669
Vineland,CO,38.2447,-104.4599,314,USW00093058,0.06349709
West Stewartstown,NH,44.9906,-71.5309,314,USC00430193,0.160113616
Tira,TX,33.3222,-95.5606,313,USC00411968,0.043311084
City of Creede,CO,37.8486,-106.9252,313,USC00057450,0.186274999
Handley,WV,38.1863,-81.3673,312,USC00465365,0.007667816
Hillsdale,KS,38.6597,-94.8569,311,USC00143686,0.033545193
Richland Springs,TX,31.2715,-98.9486,309,USC00418863,0.298518304
Villanueva,NM,35.266,-105.3602,309,USC00299496,0.003059412
Penn Lake Park,PA,41.1153,-75.7733,308,USC00363018,0.045705251
Longton,KS,37.3779,-96.0821,308,USC00144812,0.005445181
Marshall,OK,36.1555,-97.6257,307,USC00345590,0.043242454
Manila,UT,40.9922,-109.721,307,USC00425377,0.005280152
Polk,NE,41.0755,-97.7834,305,USC00256837,0.003701351
Deseret,UT,39.2876,-112.6512,305,USC00422101,0.000116619
Arcadia,NE,41.4249,-99.126,305,USC00250320,0.002080865
Coalmont,IN,39.1931,-87.2265,304,USC00127959,0.036106094
Hysham,MT,46.2909,-107.2305,304,USC00244386,0.278967991
Butte,NE,42.9125,-98.8479,303,USC00251365,0.003238827
Northport,WA,48.9159,-117.7796,301,USC00455946,0.052082751
Yaak,MT,48.8647,-115.6777,300,USC00249187,0.100552325
Delaware Park,NJ,40.7052,-75.1883,300,USC00286979,0.015119924
Everton,MO,37.3428,-93.7024,299,USC00233562,0.09324189
Speculator,NY,43.5943,-74.3822,299,USC00304102,0.192661479
Roberts,MT,45.3437,-109.1817,299,USC00247128,0.015160805
Stapleton,NE,41.4802,-100.5126,299,USC00258133,0.088690456
Quechee,VT,43.6444,-72.4185,298,USC00439984,0.089813696
Pymatuning South,PA,41.5068,-80.4702,297,USC00364325,0.007884795
Boyne Falls,MI,45.1678,-84.9131,297,USC00200925,0.000921954
Nehalem,OR,45.7196,-123.8941,297,USC00355971,0.151012648
Spring Mill,KY,38.1436,-85.6315,296,USC00154958,0.03132491
Paint Rock,TX,31.51,-99.9253,296,USC00416747,0.006423745
Natoma,KS,39.1884,-99.0242,295,USC00145628,0.003590265
Butler,OK,35.5952,-99.181,295,USC00341270,0.089641005
Suissevale,NH,43.7233,-71.3623,295,USC00272303,0.088834678
Little Mountain,SC,34.1968,-81.4128,294,USC00385200,0.003118269
Nadine,NM,32.6232,-103.1078,294,USC00296006,0.02360339
Olmsted,IL,37.1827,-89.0849,294,USC00113580,0.01913161
Sutcliffe,NV,39.9461,-119.6305,293,USC00267953,0.032244379
Oakdale,NE,42.07,-97.9672,293,USC00256135,0.005632051
Lupton,MI,44.4297,-84.0225,293,USC00204967,0.009824968
Abeytas,NM,34.4652,-106.8137,293,USC00290915,0.04720519
Casar,NC,35.5127,-81.6168,293,USC00311538,0.002247221
North Loup,NE,41.4955,-98.7727,293,USC00256040,0.002033839
Halfway,OR,44.8777,-117.1094,292,USC00353604,0.000412311
San Miguel,AZ,31.6295,-111.7801,292,USC00027622,0.179775471
Quimby,IA,42.6292,-95.644,292,USC00133910,0.089113537
Brewster,KS,39.3631,-101.3771,292,USC00141029,0.069127708
Lebanon,OK,33.9737,-96.9177,292,USC00345474,0.066959365
Norwood,LA,30.9682,-91.1124,291,USC00166808,0.01210661
Freedom,OK,36.768,-99.1131,291,USC00343660,0.24164825
Carbon Hill,OH,39.502,-82.2426,291,USC00335718,0.001292478
La Sal,UT,38.3025,-109.2645,291,USC00424947,0.002247221
Tilden,TX,28.4598,-98.5488,290,USC00412125,0.138126066
Ingalls,KS,37.8286,-100.4534,289,USC00144166,0.303631257
Red Rock,OK,36.4601,-97.1796,289,USC00347507,0.10759463
Summit,SD,45.3056,-97.0391,289,USC00398116,0.023595767
Roscoe,SD,45.4501,-99.337,289,USC00397277,0.00282179
Omer,MI,44.0487,-83.8565,289,USC00207820,0.054778189
Conception,MO,40.2411,-94.6805,289,USC00231822,0.003275668
Foster Center,RI,41.7898,-71.7328,289,USC00375270,0.066601877
Smithland,KY,37.1386,-88.4038,288,USC00118020,0.037562348
Tetonia,ID,43.8147,-111.1586,288,USC00109065,0.125401156
Hager City,WI,44.6012,-92.5337,287,USC00216817,0.030414242
Yankee Hill,NE,40.7674,-96.7364,286,USW00014939,0.085234741
Custer,MI,43.9511,-86.2196,285,USC00207407,0.031376584
Jansen,CO,37.1581,-104.5501,285,USC00058436,0.010358571
Manns Choice,PA,40.0035,-78.5912,284,USC00369823,0.076321177
Clayville,RI,41.7734,-71.6854,284,USC00371874,0.118133188
Rockland,ID,42.573,-112.8743,283,USC00105678,0.155970157
Cranfills Gap,TX,31.7753,-97.8302,282,USC00412086,0.004356604
Bear Dance,MT,47.902,-114.0273,282,USC00240755,0.025948892
Perry,AR,35.0458,-92.7948,281,USC00035691,0.001838478
Ephraim,WI,45.1589,-87.1667,280,USC00472626,0.017565791
Waukeenah,FL,30.402,-83.96,280,USC00085880,0.046345334
Freeman Spur,IL,37.8611,-88.9993,279,USC00116874,0.035166021
Dorrington,CA,38.2949,-120.2706,278,USC00041277,0.044502697
Kaycee,WY,43.71,-106.6372,278,USC00485055,0.004363267
Cuylerville,NY,42.7777,-77.8737,278,USC00305597,0.056194751
